"SampleID","n"
"B21051448-001",26
"B21051540-001",9
"B21051542-001",24
"B21051544-001",27
"B21051545-001",9
"B21051552-001",8
"B21051721-001",23
"B21051954-001",24
"B21051957-001",5
"B21051962-001",23
"B21051990-001",25
"B21052042-001",9
"B21052087-001",3
"B21052093-001",23
"B21052099-001",6
"B21052222-001",9
"B21052270-001",9
"B21052272-001",9
"B21060057-001",29
"B21060061-001",29
"B21060132-001",23
"B21060317-001",9
"B21060349-001",5
"B21060431-001",9
"B21060554-001",23
"B21060575-001",8
"B21060576-001",28
"B21060592-001",28
"B21060596-001",23
"B21060628-001",24
"B21060683-001",9
"B21060715-001",24
"B21060832-001",23
"B21060835-001",23
"B21060837-001",30
"B21060905-001",29
"B21060910-001",29
"B21060943-001",28
"B21060949-001",23
"B21061118-001",3
"B21061121-001",9
"B21061178-001",24
"B21061260-001",28
"B21061263-001",29
"B21061275-001",23
"B21061277-001",9
"B21061308-001",23
"B21061364-001",8
"B21061383-001",8
"B21061395-001",24
"B21061396-001",9
"B21061599-001",23
"B21061695-001",5
"B21061703-001",24
"B21061707-001",3
"B21061831-001",23
"B21061879-001",23
"B21061937-001",9
"B21061939-001",28
"B21062007-001",23
"B21062015-001",9
"B21062016-001",5
"B21062079-001",28
"B21062160-001",25
"B21062423-001",9
"B21062482-001",8
"B21062484-001",8
"B21062540-001",23
"B21062566-001",24
"B21062625-001",28
"B21062672-001",25
"B21062673-001",24
"B21062676-001",27
"B21062678-001",25
"B21062680-001",27
"B21062686-001",24
"B21062698-001",9
"B21062709-001",23
"B21062752-001",10
"B21070007-001",23
"B21070028-001",9
"B21070029-001",9
"B21070261-001",8
"B21070386-001",9
"B21070484-001",9
"B21070545-001",23
"B21070551-001",23
"B21070769-001",23
"B21070834-001",3
"B21070865-001",5
"B21070883-001",3
"B21070947-001",4
"B21070979-001",9
"B21070983-001",30
"B21070985-001",29
"B21071109-001",26
"B21071131-001",5
"B21071217-001",3
"B21071231-001",8
"B21071443-001",3
"B21071444-001",3
"B21071477-001",3
"B21071478-001",23
"B21071501-001",23
"B21071506-001",23
"B21071544-001",5
"B21071592-001",35
"B21071603-001",9
"B21071607-001",8
"B21071612-001",8
"B21071623-001",8
"B21071662-001",24
"B21071731-001",35
"B21071737-001",35
"B21071747-001",9
"B21071880-001",23
"B21071959-001",23
"B21072009-001",23
"B21072121-001",9
"B21072226-001",3
"B21072228-001",23
"B21072230-001",3
"B21072233-001",28
"B21072239-001",23
"B21072262-001",23
"B21072289-001",9
"B21072314-001",23
"B21072316-001",8
"B21072319-001",24
"B21072336-001",9
"B21072342-001",23
"B21072344-001",23
"B21072349-001",28
"B21072363-001",26
"B21072426-001",3
"B21072442-001",8
"B21072444-001",8
"B21072531-001",8
"B21072532-001",8
"B21080041-001",23
"B21080083-001",31
"B21080086-001",26
"B21080160-001",23
"B21080228-001",9
"B21080312-001",23
"B21080323-001",23
"B21080326-001",36
"B21080384-001",3
"B21080480-001",3
"B21080560-001",9
"B21080570-001",8
"B21080571-001",8
"B21080759-001",9
"B21080760-001",9
"B21080766-001",23
"B21080909-001",9
"B21081058-001",29
"B21081108-001",29
"B21081110-001",26
"B21081221-001",23
"B21081236-001",8
"B21081265-001",8
"B21081361-001",8
"B21081363-001",8
"B21081406-001",10
"B21081441-001",23
"B21081444-001",23
"B21081445-001",8
"B21081504-001",28
"B21081516-001",1
"B21081617-001",8
"B21081618-001",8
"B21081665-001",8
"B21081682-001",8
"B21081684-001",8
"B21082036-001",29
"B21082038-001",29
"B21082066-001",28
"B21082070-001",5
"B21082075-001",5
"B21082080-001",14
"B21082083-001",29
"B21082197-001",9
"B21082200-001",23
"B21082215-001",23
"B21082318-001",9
"B21082661-001",28
"B21090311-001",25
"B21090318-001",14
"B21090494-001",23
"B21090502-001",3
"B21090558-001",23
"B21090564-001",9
"B21090618-001",35
"B21090668-001",31
"B21090674-001",35
"B21090803-001",29
"B21090848-001",8
"B21090852-001",25
"B21090855-001",13
"B21090965-001",8
"B21090972-001",23
"B21090993-001",9
"B21091107-001",3
"B21091181-001",3
"B21091203-001",23
"B21091246-001",3
"B21091268-001",28
"B21091305-001",8
"B21091305-002",8
"B21091305-003",8
"B21091374-001",2
"B21091401-001",23
"B21091525-001",3
"B21091599-001",25
"B21091683-001",25
"B21091718-001",9
"B21091725-001",28
"B21091728-001",28
"B21091742-001",29
"B21091939-001",9
"B21092038-001",8
"B21092085-001",9
"B21092088-001",11
"B21092229-001",23
"B21092308-001",23
"B21092375-001",9
"B21092379-001",23
"B21092380-001",9
"B21092382-001",31
"B21092384-001",5
"B21092388-001",24
"B21092499-001",24
"B21092510-001",24
"B21100179-001",9
"B21100292-001",29
"B21100448-001",3
"B21100502-001",23
"B21100668-001",28
"B21100815-001",3
"B21100891-001",3
"B21100935-001",3
"B21100949-001",24
"B21101055-001",24
"B21101071-001",23
"B21101161-001",2
"B21101362-001",1
"B21101363-001",29
"B21101369-001",23
"B21101383-001",3
"B21101385-001",24
"B21101413-001",9
"B21101415-001",9
"B21101416-001",9
"B21101417-001",9
"B21101467-001",23
"B21101468-001",9
"B21101469-001",14
"B21101471-001",23
"B21101472-001",23
"B21101503-001",3
"B21101542-001",23
"B21101609-001",3
"B21101611-001",24
"B21101679-001",24
"B21101798-001",29
"B21101856-001",23
"B21101862-001",23
"B21101973-001",25
"B21101976-001",25
"B21101979-001",28
"B21101993-001",3
"B21102012-001",11
"B21102180-001",8
"B21102181-001",8
"B21102191-001",3
"B21102366-001",23
"B21110058-001",23
"B21110098-001",29
"B21110110-001",10
"B21110117-001",4
"B21110191-001",29
"B21110327-001",29
"B21110331-001",9
"B21110336-001",24
"B21110456-001",24
"B21110578-001",9
"B21110579-001",24
"B21110665-001",26
"B21110685-001",3
"B21110688-001",3
"B21110692-001",3
"B21110693-001",3
"B21110755-001",5
"B21110759-001",9
"B21110768-001",23
"B21110783-001",2
"B21110805-001",23
"B21110905-001",23
"B21110931-001",3
"B21111213-001",23
"B21111214-001",8
"B21111320-001",23
"B21111340-001",9
"B21111357-001",9
"B21111389-001",36
"B21111484-001",28
"B21111504-001",23
"B21111534-001",9
"B21111536-001",23
"B21111652-001",29
"B21111921-001",23
"B21111977-001",28
"B21112088-001",21
"B21112240-001",8
"B21112279-001",3
"B21112283-001",29
"B21120001-001",9
"B21120008-001",23
"B21120010-001",3
"B21120011-001",3
"B21120012-001",9
"B21120013-001",9
"B21120014-001",9
"B21120016-001",9
"B21120050-001",28
"B21120111-001",29
"B21120170-001",28
"B21120180-001",23
"B21120469-001",28
"B21120470-001",25
"B21120570-001",9
"B21120575-001",28
"B21120597-001",23
"B21120600-001",23
"B21120763-001",23
"B21121064-001",9
"B21121087-001",28
"B21121088-001",23
"B21121239-001",9
"B21121365-001",28
"B21121370-001",12
"B21121398-001",9
"B21121539-001",28
"B21121607-001",28
"B21121667-001",3
"B21121684-001",8
"B21121729-001",5
"B21121819-001",9
"B21121960-001",3
"B21121972-001",9
"B21122004-001",25
"B21122065-001",27
"B22010295-001",9
"B22010298-001",23
"B22010359-001",8
"B22010418-001",28
"B22010435-001",24
"B22010493-001",25
"B22010499-001",14
"B22010505-001",9
"B22010644-001",23
"B22010699-001",24
"B22010790-001",9
"B22010805-001",9
"B22010995-001",23
"B22011038-001",28
"B22011375-001",2
"B22011375-002",2
"B22011528-001",31
"B22011530-001",24
"B22011532-001",24
"B22011563-001",10
"B22011603-001",27
"B22011644-001",23
"B22011703-001",23
"B22011704-001",23
"B22020024-001",23
"B22020025-001",23
"B22020029-001",9
"B22020031-001",9
"B22020032-001",10
"B22020033-001",23
"B22020035-001",3
"B22020045-001",24
"B22020177-001",36
"B22020241-001",9
"B22020361-001",23
"B22020479-001",9
"B22020480-001",23
"B22020502-001",28
"B22020504-001",25
"B22020568-001",8
"B22020581-001",31
"B22020584-001",24
"B22020587-001",29
"B22020622-001",9
"B22020625-001",27
"B22020627-001",28
"B22020793-001",23
"B22021021-001",9
"B22021158-001",28
"B22021221-001",28
"B22021612-001",25
"B22030145-001",9
"B22030161-001",23
"B22030163-001",23
"B22030172-001",9
"B22030173-001",9
"B22030238-001",3
"B22030261-001",23
"B22030448-001",23
"B22030521-001",24
"B22030635-001",9
"B22030638-001",24
"B22030642-001",23
"B22030864-001",23
"B22030867-001",4
"B22030990-001",23
"B22031175-001",9
"B22031176-001",24
"B22031193-001",9
"B22031287-001",9
"B22031408-001",23
"B22031577-001",2
"B22031619-001",3
"B22031630-001",4
"B22031637-001",11
"B22031644-001",24
"B22031710-001",23
"B22031712-001",23
"B22031713-001",23
"B22031715-001",23
"B22031716-001",28
"B22031731-001",9
"B22031967-001",15
"B22032277-001",26
"B22032281-001",25
"B22032409-001",23
"B22040048-001",4
"B22040126-001",23
"B22040159-001",25
"B22040169-001",23
"B22040187-001",5
"B22040190-001",5
"B22040191-001",5
"B22040196-001",32
"B22040334-001",3
"B22040343-001",24
"B22040371-001",35
"B22040453-001",23
"B22040469-001",11
"B22040817-001",23
"B22040817-002",5
"B22040906-001",9
"B22041232-001",24
"B22041235-001",10
"B22041239-001",23
"B22041241-001",29
"B22041496-001",5
"B22041507-001",7
"B22041535-001",33
"B22041538-001",23
"B22041819-001",23
"B22041823-001",9
"B22041835-001",9
"B22050060-001",23
"B22050150-001",28
"B22050154-001",3
"B22050184-001",4
"B22050263-001",23
"B22050302-001",23
"B22050397-001",34
"B22050474-001",23
"B22050557-001",23
"B22050742-001",24
"B22050763-001",23
"B22050813-001",5
"B22050867-001",3
"B22050876-001",10
"B22050878-001",25
"B22050939-001",8
"B22050992-001",29
"B22051124-001",1
"B22051151-001",24
"B22051304-001",23
"B22051307-001",23
"B22051310-001",9
"B22051320-001",9
"B22051371-001",9
"B22051459-001",23
"B22051589-001",23
"B22051646-001",3
"B22051993-001",23
"B22052053-001",23
"B22052066-001",3
"B22052129-001",9
"B22052229-001",3
"B22052237-001",28
"B22052242-001",5
"B22052652-001",23
"B22052659-001",5
"B22052668-001",23
"B22060202-001",8
"B22060300-001",8
"B22060316-001",21
"B22060358-001",8
"B22060480-001",24
"B22060485-001",25
"B22060487-001",25
"B22060489-001",29
"B22060496-001",9
"B22060500-001",29
"B22060694-001",23
"B22060734-001",24
"B22060896-001",9
"B22061150-001",23
"B22061155-001",12
"B22061184-001",10
"B22061186-001",6
"B22061275-001",23
"B22061277-001",3
"B22061300-001",9
"B22061412-001",21
"B22061412-002",2
"B22061457-001",9
"B22061533-001",3
"B22061710-001",23
"B22061771-001",9
"B22061774-001",24
"B22061898-001",11
"B22061917-001",23
"B22061930-001",3
"B22061963-001",23
"B22061991-001",23
"B22062640-001",28
"B22062699-001",28
"B22070062-001",24
"B22070064-001",25
"B22070227-001",23
"B22070239-001",24
"B22070372-001",8
"B22070381-001",8
"B22070677-001",23
"B22070678-001",26
"B22070680-001",26
"B22070728-001",23
"B22070731-001",25
"B22070768-001",23
"B22070887-001",24
"B22070898-001",23
"B22070967-001",9
"B22071020-001",23
"B22071073-001",8
"B22071076-001",9
"B22071167-001",23
"B22071168-001",23
"B22071279-001",9
"B22071308-001",25
"B22071311-001",28
"B22071312-001",4
"B22071319-001",25
"B22071364-001",29
"B22071396-001",8
"B22071487-001",3
"B22071506-001",23
"B22071549-001",23
"B22071671-001",3
"B22071682-001",25
"B22071966-001",9
"B22071971-001",23
"B22071979-001",27
"B22071988-001",24
"B22072064-001",9
"B22072065-001",9
"B22072067-001",23
"B22072092-001",23
"B22072111-001",27
"B22072115-001",27
"B22072117-001",23
"B22072118-001",24
"B22072123-001",25
"B22072187-001",24
"B22072293-001",3
"B22072311-001",23
"B22072313-001",8
"B22080021-001",24
"B22080088-001",9
"B22080089-001",23
"B22080114-001",3
"B22080248-001",23
"B22080276-001",23
"B22080279-001",23
"B22080399-001",6
"B22080751-001",23
"B22080778-001",26
"B22080779-001",23
"B22080939-001",3
"B22080950-001",3
"B22081429-001",9
"B22081503-001",23
"B22081507-001",8
"B22081510-001",26
"B22081535-001",24
"B22081670-001",31
"B22081697-001",3
"B22081702-001",3
"B22081703-001",3
"B22081706-001",3
"B22081830-001",2
"B22081830-002",21
"B22081833-001",3
"B22081953-001",23
"B22082018-001",23
"B22082164-001",8
"B22082168-001",8
"B22082290-001",8
"B22082329-001",24
"B22082365-001",13
"B22082515-001",9
"B22082519-001",23
"B22082531-001",3
"B22082796-001",11
"B22082817-001",25
"B22082945-001",5
"B22082951-001",26
"B22082952-001",23
"B22082954-001",3
"B22082957-001",23
"B22082986-001",3
"B22082988-001",3
"B22082990-001",3
"B22090255-001",9
"B22090258-001",24
"B22090514-001",23
"B22090528-001",9
"B22090598-001",24
"B22090612-001",8
"B22090616-001",8
"B22090843-001",22
"B22090915-001",29
"B22090924-001",26
"B22090930-001",3
"B22091060-001",23
"B22091061-001",3
"B22091063-001",3
"B22091081-001",26
"B22091084-001",3
"B22091297-001",23
"B22091318-001",8
"B22091558-001",24
"B22091811-001",3
"B22091813-001",23
"B22091817-001",23
"B22091821-001",24
"B22091822-001",3
"B22091840-001",24
"B22091855-001",3
"B22091860-001",24
"B22091895-001",3
"B22091899-001",3
"B22092261-001",23
"B22092265-001",8
"B22092266-001",8
"B22092309-001",25
"B22092315-001",23
"B22092319-001",24
"B22092352-001",8
"B22092361-001",8
"B22092404-001",8
"B22092464-001",25
"B22092487-001",3
"B22092498-001",9
"B22092504-001",27
"B22092645-001",23
"B22092765-001",8
"B22100144-001",24
"B22100365-001",27
"B22100411-001",3
"B22100415-001",24
"B22100508-001",9
"B22100509-001",9
"B22100635-001",8
"B22100849-001",9
"B22100857-001",9
"B22100908-001",2
"B22100943-001",26
"B22100945-001",25
"B22100946-001",9
"B22101081-001",24
"B22101154-001",9
"B22101343-001",23
"B22101349-001",8
"B22101384-001",31
"B22101389-001",25
"B22101391-001",36
"B22101392-001",24
"B22101393-001",3
"B22101394-001",3
"B22101406-001",25
"B22101546-001",35
"B22101588-001",3
"B22101907-001",23
"B22101915-001",23
"B22101935-001",11
"B22102047-001",23
"B22102053-001",27
"B22102066-001",23
"B22102078-001",23
"B22102237-001",23
"B22102395-001",21
"B22110002-001",3
"B22110011-001",25
"B22110019-001",23
"B22110051-001",24
"B22110054-001",23
"B22110223-001",29
"B22110274-001",26
"B22110276-001",26
"B22110279-001",26
"B22110672-001",23
"B22110676-001",23
"B22110678-001",9
"B22110791-001",3
"B22110792-001",26
"B22110797-001",3
"B22111150-001",23
"B22111189-001",23
"B22111189-002",23
"B22111257-001",23
"B22111440-001",36
"B22111447-001",4
"B22111458-001",4
"B22111923-001",8
"B22111925-001",8
"B22111987-001",3
"B22112035-001",9
"B22112038-001",23
"B22120006-001",9
"B22120032-001",23
"B22120415-001",9
"B22120478-001",26
"B22120769-001",1
"B22120772-001",1
"B22120814-001",9
"B22121025-001",3
"B22121070-001",24
"B22121162-001",25
"B22121496-001",23
"B22121665-001",25
"B23010091-001",19
"B23010214-001",28
"B23010359-001",7
"B23010444-001",3
"B23010452-001",9
"B23010456-001",9
"B23010465-001",26
"B23010684-001",10
"B23010688-001",9
"B23010694-001",9
"B23010895-001",9
"B23010905-001",23
"B23011027-001",25
"B23011039-001",25
"B23011171-001",5
"B23011320-001",24
"B23011341-001",23
"B23011766-001",8
"B23011767-001",8
"B23020095-001",25
"B23020168-001",8
"B23020187-001",3
"B23020329-001",23
"B23020512-001",25
"B23020519-001",23
"B23020607-001",3
"B23020665-001",24
"B23020953-001",24
"B23020954-001",11
"B23021038-001",3
"B23021064-001",23
"B23021334-001",27
"B23021424-001",3
"B23021445-001",23
"B23021510-001",21
"B23021514-001",21
"B23021522-001",8
"B23030048-001",9
"B23030051-001",27
"B23030156-001",23
"B23030163-001",36
"B23030390-001",1
"B23030390-002",2
"B23030537-001",27
"B23030539-001",24
"B23030601-001",24
"B23030616-001",1
"B23030854-001",9
"B23030973-001",23
"B23030975-001",3
"B23031040-001",9
"B23031045-001",10
"B23031086-001",11
"B23031262-001",9
"B23031330-001",26
"B23031360-001",28
"B23031557-001",36
"B23031782-001",24
"B23031793-001",23
"B23031839-001",24
"B23031842-001",3
"B23031844-001",10
"B23040066-001",23
"B23040152-001",23
"B23040169-001",23
"B23040176-001",25
"B23040177-001",25
"B23040234-001",25
"B23040339-001",24
"B23040569-001",3
"B23040577-001",5
"B23040578-001",8
"B23040580-001",5
"B23040622-001",35
"B23040623-001",35
"B23040745-001",9
"B23040852-001",29
"B23041162-001",36
"B23041237-001",9
"B23041238-001",9
"B23041262-001",2
"B23041321-001",24
"B23041379-001",9
"B23041642-001",23
"B23041744-001",28
"B23041766-001",24
"B23041906-001",25
"B23050057-001",25
"B23050093-001",23
"B23050165-001",3
"B23050240-001",23
"B23050242-001",3
"B23050244-001",23
"B23050275-001",23
"B23050285-001",35
"B23050341-001",3
"B23050423-001",25
"B23050446-001",23
"B23050449-001",23
"B23050748-001",23
"B23050903-001",26
"B23050937-001",23
"B23051080-001",8
"B23051121-001",23
"B23051418-001",25
"B23051423-001",10
"B23051435-001",2
"B23051565-001",26
"B23051570-001",23
"B23051574-001",23
"B23051577-001",9
"B23051804-001",8
"B23051958-001",26
"B23052099-001",23
"B23052147-001",24
"B23052216-001",36
"B23052223-001",23
"B23052543-001",26
"B23060023-001",30
"B23060025-001",30
"B23060337-001",24
"B23060348-001",14
"B23060367-001",23
"B23060374-001",28
"B23060418-001",23
"B23060420-001",23
"B23060422-001",23
"B23060424-001",23
"B23060489-001",23
"B23060501-001",24
"B23060534-001",24
"B23060546-001",23
"B23060681-001",3
"B23060720-001",24
"B23060790-001",23
"B23061017-001",3
"B23061035-001",8
"B23061041-001",25
"B23061080-001",9
"B23061171-001",23
"B23061209-001",9
"B23061367-001",9
"B23061379-001",35
"B23061572-001",28
"B23061740-001",23
"B23061846-001",3
"B23061874-001",3
"B23061878-001",8
"B23061882-001",4
"B23062008-001",9
"B23062080-001",24
"B23062101-001",3
"B23062118-001",24
"B23062139-001",23
"B23062180-001",13
"B23062194-001",23
"B23062257-001",3
"B23062330-001",23
"B23062449-001",28
"B23070089-001",24
"B23070092-001",28
"B23070122-001",23
"B23070139-001",23
"B23070410-001",9
"B23070414-001",23
"B23070468-001",24
"B23070523-001",23
"B23070526-001",24
"B23070534-001",3
"B23070562-001",3
"B23070660-001",2
"B23070663-001",23
"B23070806-001",23
"B23070813-001",24
"B23070814-001",24
"B23070816-001",3
"B23070843-001",26
"B23070881-001",26
"B23070887-001",23
"B23070888-001",23
"B23070889-001",23
"B23071085-001",27
"B23071148-001",23
"B23071167-001",26
"B23071168-001",25
"B23071181-001",25
"B23071225-001",23
"B23071263-001",3
"B23071264-001",9
"B23071291-001",23
"B23071415-001",28
"B23071419-001",23
"B23071421-001",23
"B23071422-001",24
"B23071555-001",3
"B23071633-001",3
"B23071654-001",13
"B23071686-001",24
"B23071687-001",24
"B23071688-001",24
"B23071775-001",9
"B23071782-001",7
"B23071929-001",24
"B23071937-001",9
"B23072061-001",21
"B23080006-001",9
"B23080068-001",25
"B23080332-001",9
"B23080334-001",23
"B23080447-001",8
"B23080523-001",12
"B23080611-001",35
"B23080636-001",27
"B23080638-001",9
"B23080646-001",23
"B23080650-001",24
"B23080856-001",9
"B23080880-001",3
"B23081005-001",24
"B23081013-001",25
"B23081019-001",3
"B23081021-001",3
"B23081028-001",26
"B23081056-001",23
"B23081376-001",23
"B23081568-001",23
"B23081593-001",3
"B23081608-001",14
"B23081624-001",13
"B23081760-001",23
"B23082037-001",12
"B23082055-001",23
"B23082069-001",23
"B23082164-001",23
"B23082237-001",32
"B23082249-001",23
"B23082304-001",24
"B23082310-001",8
"B23082328-001",23
"B23082330-001",5
"B23082368-001",24
"B23082575-001",24
"B23082581-001",9
"B23082625-001",3
"B23082657-001",1
"B23082875-001",23
"B23090014-001",1
"B23090204-001",25
"B23090752-001",24
"B23090753-001",9
"B23090755-001",23
"B23090773-001",2
"B23090775-001",25
"B23090821-001",23
"B23090919-001",26
"B23090973-001",24
"B23091399-001",23
"B23091436-001",10
"B23091449-001",24
"B23091612-001",3
"B23091614-001",23
"B23091653-001",3
"B23091654-001",3
"B23091691-001",28
"B23091778-001",36
"B23091817-001",24
"B23091825-001",24
"B23092046-001",9
"B23092070-001",9
"B23092084-001",3
"B23092135-001",3
"B23092137-001",3
"B23092219-001",3
"B23092377-001",19
"B23092523-001",9
"B23100024-001",23
"B23100065-001",25
"B23100122-001",23
"B23100125-001",23
"B23100129-001",9
"B23100650-001",24
"B23100657-001",26
"B23100799-001",23
"B23100914-001",4
"B23101180-001",23
"B23101209-001",25
"B23101733-001",24
"B23101735-001",36
"B23101920-001",23
"B23102151-001",26
"B23102155-001",10
"B23102156-001",9
"B23102184-001",24
"B23110046-001",9
"B23110056-001",30
"B23110101-001",3
"B23110103-001",24
"B23110104-001",23
"B23110303-001",24
"B23110342-001",23
"B23110346-001",23
"B23110534-001",8
"B23110543-001",24
"B23110548-001",23
"B23111022-001",27
"B23111112-001",24
"B23111124-001",25
"B23111135-001",25
"B23111350-001",9
"B23111744-001",23
"B23111765-001",3
"B23111768-001",3
"B23111781-001",11
"B23111875-001",35
"B23111903-001",23
"B23111954-001",35
"B23112005-001",24
"B23112059-001",23
"B23120162-001",24
"B23120355-001",4
"B23120357-001",9
"B23120358-001",9
"B23120363-001",7
"B23120364-001",7
"B23120779-001",15
"B23120783-001",24
"B23120812-001",23
"B23120852-001",2
"B23120920-001",23
"B23120954-001",24
"B23121028-001",23
"B23121190-001",3
"B23121229-001",24
"B23121238-001",3
"B23121251-001",25
"B23121347-001",9
"B23121350-001",9
"B23121421-001",3
"B23121619-001",3
"B23121622-001",9
"B23121624-001",11
"B23121627-001",11
"B23121688-001",23
"B23121703-001",3
"B23121705-001",3
"H15020022-001",24
"H15020152-001",32
"H15030010-001",20
"H15030116-001",20
"H15030140-001",24
"H15030169-001",8
"H15030190-001",18
"H15030290-001",19
"H15030294-001",17
"H15030329-001",13
"H15040013-001",8
"H15040042-001",26
"H15040045-001",27
"H15040186-001",9
"H15040254-001",6
"H15040257-001",6
"H15040314-001",20
"H15040343-001",8
"H15050157-001",8
"H15050203-001",21
"H15050423-001",14
"H15060046-001",19
"H15060047-001",15
"H15060048-001",19
"H15060049-001",19
"H15070200-001",6
"H15070205-001",6
"H15070206-001",8
"H15070472-001",17
"H15080074-001",6
"H15080170-001",8
"H15080274-001",8
"H15080280-001",6
"H15080410-001",8
"H15080427-001",6
"H15090151-001",20
"H15090435-001",8
"H15100520-001",8
"H15100547-001",29
"H15110090-001",21
"H15110172-001",21
"H15110193-001",6
"H15120076-001",19
"H15120151-001",1
"H15120433-001",6
"H16010140-001",8
"H16020107-001",8
"H16020108-001",7
"H16020111-001",6
"H16020220-001",8
"H16020311-001",25
"H16030156-001",3
"H16030203-001",28
"H16030224-001",18
"H16030361-001",8
"H16030362-001",20
"H16030364-001",17
"H16030378-001",6
"H16030385-001",6
"H16030393-001",18
"H16040055-001",18
"H16040141-001",23
"H16040146-001",6
"H16040265-001",20
"H16040284-001",20
"H16040332-001",2
"H16040385-001",6
"H16040386-001",6
"H16040413-001",6
"H16040474-001",3
"H16050007-001",3
"H16050030-001",6
"H16050031-001",6
"H16050132-001",17
"H16050275-001",17
"H16050544-001",18
"H16060433-001",6
"H16060481-001",24
"H16070033-001",4
"H16070045-001",19
"H16070143-001",8
"H16070147-001",2
"H16070448-001",25
"H16070449-001",8
"H16070482-001",6
"H16080078-001",6
"H16080079-001",6
"H16080146-001",11
"H16080326-001",21
"H16080340-001",8
"H16080491-001",21
"H16080624-001",5
"H16090095-001",8
"H16090253-001",8
"H16090276-001",6
"H16090499-001",8
"H16090577-001",19
"H16100011-001",26
"H16100271-001",20
"H16110009-001",6
"H16110333-001",10
"H16120005-001",9
"H16120186-001",20
"H16120424-001",21
"H17010331-001",18
"H17030089-001",21
"H17030090-001",8
"H17030148-001",8
"H17030150-001",6
"H17030151-001",2
"H17030182-001",8
"H17030183-001",9
"H17030200-001",5
"H17030283-001",11
"H17030284-001",21
"H17030286-001",8
"H17030289-001",20
"H17030290-001",8
"H17030320-001",10
"H17030335-001",24
"H17030404-001",23
"H17030423-001",10
"H17030429-001",26
"H17030430-001",6
"H17030442-001",20
"H17030446-001",2
"H17040012-001",32
"H17040037-001",20
"H17040044-001",22
"H17040049-001",21
"H17040050-001",10
"H17040066-001",10
"H17040136-001",10
"H17040137-001",13
"H17040145-001",23
"H17040146-001",22
"H17040147-001",10
"H17040167-001",22
"H17040220-001",20
"H17040236-001",23
"H17040263-001",21
"H17040316-001",8
"H17040317-001",20
"H17040318-001",20
"H17040393-001",25
"H17050001-001",8
"H17050002-001",20
"H17050003-001",20
"H17050015-001",19
"H17050033-001",3
"H17050271-001",25
"H17050272-001",25
"H17050280-001",7
"H17050281-001",25
"H17050282-001",8
"H17050420-001",23
"H17050468-001",22
"H17050479-001",22
"H17050521-001",10
"H17050552-001",6
"H17050555-001",20
"H17060041-001",5
"H17060042-001",2
"H17060046-001",10
"H17060066-001",20
"H17060209-001",3
"H17060234-001",22
"H17060235-001",8
"H17060289-001",6
"H17060443-001",6
"H17060595-001",22
"H17060633-001",21
"H17070016-001",6
"H17070181-001",20
"H17070336-001",5
"H17070342-001",10
"H17070355-001",22
"H17070418-001",20
"H17070495-001",11
"H17070496-001",7
"H17080036-001",3
"H17080106-001",25
"H17080124-001",6
"H17080265-001",8
"H17090074-001",21
"H17090181-001",20
"H17090306-001",18
"H17090469-001",22
"H17090476-001",3
"H17100014-001",20
"H17100041-001",20
"H17100189-001",20
"H17100523-001",20
"H17100633-001",8
"H17110129-001",6
"H17110160-001",20
"H17110253-001",8
"H17110457-001",8
"H17110485-001",25
"H17120052-001",20
"H17120053-001",20
"H17120171-001",2
"H18010122-001",8
"H18010288-001",8
"H18010291-001",20
"H18010463-001",8
"H18020281-001",27
"H18020382-001",28
"H18030061-001",32
"H18030062-001",9
"H18030189-001",8
"H18030283-001",22
"H18030389-001",10
"H18040396-001",8
"H18040496-001",22
"H18050137-001",9
"H18050173-001",9
"H18050285-001",9
"H18050311-001",9
"H18050342-001",9
"H18050555-001",9
"H18050737-001",9
"H18060054-001",21
"H18060100-001",9
"H18060174-001",26
"H18060226-001",21
"H18060349-001",9
"H18060401-001",21
"H18060467-001",21
"H18060498-001",26
"H18060571-001",27
"H18060600-001",21
"H18060602-001",21
"H18060611-001",23
"H18060639-001",35
"H18070179-001",16
"H18070410-001",21
"H18070457-001",8
"H18070461-001",21
"H18070628-001",9
"H18070638-001",21
"H18080117-001",9
"H18080268-001",21
"H18080290-001",9
"H18080523-001",26
"H18090319-001",12
"H18090343-001",10
"H18090618-001",14
"H18100040-001",9
"H18100059-001",3
"H18100060-001",3
"H18110289-001",11
"H18110558-001",22
"H18120001-001",23
"H18120336-001",3
"H19010064-001",9
"H19010120-001",21
"H19010203-001",9
"H19010298-001",21
"H19020053-001",9
"H19020224-001",9
"H19030102-001",4
"H19030138-001",23
"H19030297-001",22
"H19030403-001",21
"H19030449-001",24
"H19040151-001",11
"H19040199-001",26
"H19040251-001",23
"H19040659-001",9
"H19040660-001",19
"H19050078-001",4
"H19050323-001",10
"H19050327-001",22
"H19050508-001",23
"H19050511-001",23
"H19050769-001",37
"H19060050-001",9
"H19060422-001",26
"H19060440-001",21
"H19060475-001",5
"H19060613-001",9
"H19070276-001",11
"H19070328-001",22
"H19070435-001",14
"H19070596-001",9
"H19070643-001",21
"H19080327-001",26
"H19080388-001",9
"H19080530-001",22
"H19080635-001",9
"H19080696-001",1
"H19080778-001",2
"H19090005-001",26
"H19090240-001",9
"H19090241-001",10
"H19090362-001",11
"H19090363-001",9
"H19090551-001",22
"H19090597-001",1
"H19090644-001",21
"H19090737-001",9
"H19100535-001",1
"H19110304-001",26
